Country,DateRep,ConfirmedCases,Deaths,Recovered,Continent,Code
Tanzania,2020-04-17,147,5,11,Africa,TZA
Thailand,2020-04-17,2700,47,1689,Asia,THA
Timor-Leste,2020-04-17,18,0,1,Asia,TLS
Togo,2020-04-17,83,5,48,Africa,TGO
Trinidad & Tobago,2020-04-17,114,8,20,Americas,TTO
Tunisia,2020-04-17,864,37,43,Africa,TUN
Turkey,2020-04-17,78546,1769,8631,Asia,TUR
Uganda,2020-04-17,56,0,20,Africa,UGA
Ukraine,2020-04-17,4662,125,246,Europe,UKR
United Arab Emirates,2020-04-17,6302,37,1188,Asia,ARE
United Kingdom,2020-04-17,109769,14607,394,Europe,GBR
Uruguay,2020-04-17,502,9,286,Americas,URY
United States,2020-04-17,699706,36773,58545,Americas,USA
Uzbekistan,2020-04-17,1405,4,156,Asia,UZB
Venezuela,2020-04-17,204,9,111,Americas,VEN
Vietnam,2020-04-17,268,0,198,Asia,VNM
Palestinian Territories,2020-04-17,402,2,69,Asia,PSE
Western Sahara,2020-04-17,6,0,0,Africa,ESH
Yemen,2020-04-17,1,0,0,Asia,YEM
Zambia,2020-04-17,52,2,30,Africa,ZMB
Zimbabwe,2020-04-17,24,3,2,Africa,ZWE
Afghanistan,2020-04-18,933,30,112,Asia,AFG
Albania,2020-04-18,548,26,302,Europe,ALB
Algeria,2020-04-18,2534,367,894,Africa,DZA
Andorra,2020-04-18,704,35,205,Europe,AND
Angola,2020-04-18,24,2,6,Africa,AGO
Antigua & Barbuda,2020-04-18,23,3,3,Americas,ATG
Argentina,2020-04-18,2758,129,685,Americas,ARG
Armenia,2020-04-18,1248,20,523,Asia,ARM
Australia,2020-04-18,6547,67,4124,Oceania,AUS
Austria,2020-04-18,14671,443,10214,Europe,AUT
Azerbaijan,2020-04-18,1373,18,590,Asia,AZE
Bahamas,2020-04-18,55,9,10,Americas,BHS
Bahrain,2020-04-18,1773,7,755,Asia,BHR
Bangladesh,2020-04-18,2144,84,66,Asia,BGD
Barbados,2020-04-18,75,5,17,Americas,BRB
Belarus,2020-04-18,4779,45,342,Europe,BLR
Belgium,2020-04-18,37183,5453,8348,Europe,BEL
Belize,2020-04-18,18,2,0,Americas,BLZ
Benin,2020-04-18,35,1,18,Africa,BEN
Bhutan,2020-04-18,5,0,2,Asia,BTN
Bolivia,2020-04-18,493,31,31,Americas,BOL
Bosnia & Herzegovina,2020-04-18,1268,47,338,Europe,BIH
Botswana,2020-04-18,15,1,0,Africa,BWA
Brazil,2020-04-18,36658,2354,14026,Americas,BRA
Brunei,2020-04-18,137,1,113,Asia,BRN
Bulgaria,2020-04-18,878,41,153,Europe,BGR
Burkina Faso,2020-04-18,565,36,321,Africa,BFA
Myanmar (Burma),2020-04-18,98,5,5,Asia,MMR
Burundi,2020-04-18,5,1,0,Africa,BDI
Cape Verde,2020-04-18,58,1,1,Africa,CPV
Cambodia,2020-04-18,122,0,103,Asia,KHM
Cameroon,2020-04-18,1017,22,177,Africa,CMR
Canada,2020-04-18,34356,1400,10964,Americas,CAN
Central African Republic,2020-04-18,12,0,4,Africa,CAF
Chad,2020-04-18,33,0,8,Africa,TCD
Chile,2020-04-18,9730,126,4035,Americas,CHL
China,2020-04-18,83787,4636,77614,Asia,CHN
Colombia,2020-04-18,3439,153,634,Americas,COL
Congo - Brazzaville,2020-04-18,143,6,11,Africa,COG
Congo - Kinshasa,2020-04-18,307,25,26,Africa,COD
Costa Rica,2020-04-18,655,4,97,Americas,CRI
Côte d’Ivoire,2020-04-18,801,8,239,Africa,CIV
Croatia,2020-04-18,1832,39,615,Europe,HRV
Cuba,2020-04-18,986,32,227,Americas,CUB
Cyprus,2020-04-18,761,12,79,Asia,CYP
Czechia,2020-04-18,6606,181,1227,Europe,CZE
Denmark,2020-04-18,7437,346,4031,Europe,DNK
Diamond Princess,2020-04-18,712,13,644,Outro,NA
Djibouti,2020-04-18,732,2,76,Africa,DJI
Dominica,2020-04-18,16,0,8,Americas,DMA
Dominican Republic,2020-04-18,4335,217,312,Americas,DOM
Ecuador,2020-04-18,9022,456,1008,Americas,ECU
Egypt,2020-04-18,3032,224,701,Africa,EGY
El Salvador,2020-04-18,190,7,43,Americas,SLV
Equatorial Guinea,2020-04-18,79,0,4,Africa,GNQ
Eritrea,2020-04-18,39,0,3,Africa,ERI
Estonia,2020-04-18,1512,38,162,Europe,EST
Swaziland,2020-04-18,22,1,8,Africa,SWZ
Ethiopia,2020-04-18,105,3,16,Africa,ETH
Fiji,2020-04-18,17,0,0,Oceania,FJI
Finland,2020-04-18,3681,90,1700,Europe,FIN
France,2020-04-18,149149,19345,36587,Europe,FRA
Gabon,2020-04-18,108,1,7,Africa,GAB
Gambia,2020-04-18,9,1,2,Africa,GMB
Georgia,2020-04-18,388,4,86,Asia,GEO
Germany,2020-04-18,143342,4459,85400,Europe,DEU
Ghana,2020-04-18,834,9,99,Africa,GHA
Greece,2020-04-18,2235,110,269,Europe,GRC
Grenada,2020-04-18,14,0,6,Americas,GRD
Guatemala,2020-04-18,235,7,21,Americas,GTM
Guinea,2020-04-18,518,3,65,Africa,GIN
Guinea-Bissau,2020-04-18,46,0,0,Africa,GNB
Guyana,2020-04-18,63,6,9,Americas,GUY
Haiti,2020-04-18,44,3,0,Americas,HTI
Vatican City,2020-04-18,8,0,2,Europe,VAT
Honduras,2020-04-18,457,46,10,Americas,HND
Hungary,2020-04-18,1834,172,231,Europe,HUN
Iceland,2020-04-18,1760,9,1291,Europe,ISL
India,2020-04-18,15722,521,2463,Asia,IND
Indonesia,2020-04-18,6248,535,631,Asia,IDN
Iran,2020-04-18,80868,5031,55987,Asia,IRN
Iraq,2020-04-18,1513,82,953,Asia,IRQ
Ireland,2020-04-18,14758,571,77,Europe,IRL
Israel,2020-04-18,13265,164,3456,Asia,ISR
Italy,2020-04-18,175925,23227,44927,Europe,ITA
Jamaica,2020-04-18,163,5,25,Americas,JAM
Japan,2020-04-18,10296,222,1069,Asia,JPN
Jordan,2020-04-18,413,7,269,Asia,JOR
Kazakhstan,2020-04-18,1615,17,377,Asia,KAZ
Kenya,2020-04-18,262,12,60,Africa,KEN
South Korea,2020-04-18,10653,232,7937,Asia,KOR
Kosovo,2020-04-18,510,12,93,Outro,NA
Kuwait,2020-04-18,1751,6,280,Asia,KWT
Kyrgyzstan,2020-04-18,506,5,130,Asia,KGZ
Laos,2020-04-18,19,0,2,Asia,LAO
Latvia,2020-04-18,712,5,88,Europe,LVA
Lebanon,2020-04-18,672,21,99,Asia,LBN
Liberia,2020-04-18,76,7,7,Africa,LBR
Libya,2020-04-18,49,1,11,Africa,LBY
Liechtenstein,2020-04-18,79,1,55,Europe,LIE
Lithuania,2020-04-18,1239,33,228,Europe,LTU
Luxembourg,2020-04-18,3537,72,601,Europe,LUX
Madagascar,2020-04-18,120,0,35,Africa,MDG
Malawi,2020-04-18,17,2,3,Africa,MWI
Malaysia,2020-04-18,5305,88,3102,Asia,MYS
Maldives,2020-04-18,35,0,16,Asia,MDV
Mali,2020-04-18,216,13,41,Africa,MLI
Malta,2020-04-18,426,3,99,Europe,MLT
Mauritania,2020-04-18,7,1,2,Africa,MRT
Mauritius,2020-04-18,325,9,180,Africa,MUS
Mexico,2020-04-18,6875,546,2125,Americas,MEX
Moldova,2020-04-18,2378,57,391,Europe,MDA
Monaco,2020-04-18,94,3,22,Europe,MCO
Mongolia,2020-04-18,31,0,5,Asia,MNG
Montenegro,2020-04-18,307,5,55,Europe,MNE
Morocco,2020-04-18,2685,137,314,Africa,MAR
Mozambique,2020-04-18,35,0,4,Africa,MOZ
MS Zaandam,2020-04-18,9,2,0,Outro,NA
Namibia,2020-04-18,16,0,6,Africa,NAM
Nepal,2020-04-18,31,0,2,Asia,NPL
Netherlands,2020-04-18,31766,3613,317,Europe,NLD
New Zealand,2020-04-18,1422,11,867,Oceania,NZL
Nicaragua,2020-04-18,9,2,6,Americas,NIC
Niger,2020-04-18,639,19,113,Africa,NER
Nigeria,2020-04-18,542,19,166,Africa,NGA
Macedonia,2020-04-18,1170,49,164,Europe,MKD
Norway,2020-04-18,7036,164,32,Europe,NOR
Oman,2020-04-18,1180,6,176,Asia,OMN
Pakistan,2020-04-18,7638,143,1832,Asia,PAK
Panama,2020-04-18,4210,116,122,Americas,PAN
Papua New Guinea,2020-04-18,7,0,0,Oceania,PNG
Paraguay,2020-04-18,202,8,35,Americas,PRY
Peru,2020-04-18,14420,348,6684,Americas,PER
Philippines,2020-04-18,6087,397,516,Asia,PHL
Poland,2020-04-18,8742,347,981,Europe,POL
Portugal,2020-04-18,19685,687,610,Europe,PRT
Qatar,2020-04-18,5008,8,510,Asia,QAT
Romania,2020-04-18,8418,421,1730,Europe,ROU
Russia,2020-04-18,36793,313,3057,Europe,RUS
Rwanda,2020-04-18,144,0,69,Africa,RWA
St. Kitts & Nevis,2020-04-18,14,0,0,Americas,KNA
St. Lucia,2020-04-18,15,0,11,Americas,LCA
St. Vincent & Grenadines,2020-04-18,12,0,1,Americas,VCT
San Marino,2020-04-18,455,39,60,Europe,SMR
São Tomé & Príncipe,2020-04-18,4,0,0,Africa,STP
Saudi Arabia,2020-04-18,8274,92,1329,Asia,SAU
Senegal,2020-04-18,350,3,211,Africa,SEN
Serbia,2020-04-18,5994,117,637,Europe,SRB
Seychelles,2020-04-18,11,0,5,Africa,SYC
Sierra Leone,2020-04-18,30,0,0,Africa,SLE
Singapore,2020-04-18,5992,11,740,Asia,SGP
Slovakia,2020-04-18,1089,11,213,Europe,SVK
Slovenia,2020-04-18,1317,70,190,Europe,SVN
Somalia,2020-04-18,135,7,2,Africa,SOM
South Africa,2020-04-18,3034,52,903,Africa,ZAF
South Sudan,2020-04-18,4,0,0,Africa,SSD
Spain,2020-04-18,191726,20043,74797,Europe,ESP
Sri Lanka,2020-04-18,254,7,86,Asia,LKA
Sudan,2020-04-18,66,10,6,Africa,SDN
Suriname,2020-04-18,10,1,6,Americas,SUR
Sweden,2020-04-18,13822,1511,550,Europe,SWE
Switzerland,2020-04-18,27404,1368,17100,Europe,CHE
Syria,2020-04-18,38,2,5,Asia,SYR
Taiwan,2020-04-18,398,6,178,Asia,TWN
Tanzania,2020-04-18,147,5,11,Africa,TZA
Thailand,2020-04-18,2733,47,1787,Asia,THA
Timor-Leste,2020-04-18,18,0,1,Asia,TLS
Togo,2020-04-18,84,5,49,Africa,TGO
Trinidad & Tobago,2020-04-18,114,8,21,Americas,TTO
Tunisia,2020-04-18,864,37,43,Africa,TUN
Turkey,2020-04-18,82329,1890,10453,Asia,TUR
Uganda,2020-04-18,55,0,22,Africa,UGA
Ukraine,2020-04-18,5106,133,275,Europe,UKR
United Arab Emirates,2020-04-18,6302,37,1188,Asia,ARE
United Kingdom,2020-04-18,115314,15498,414,Europe,GBR
Uruguay,2020-04-18,508,9,294,Americas,URY
United States,2020-04-18,732197,38664,64840,Americas,USA
Uzbekistan,2020-04-18,1490,5,194,Asia,UZB
Venezuela,2020-04-18,227,9,113,Americas,VEN
Vietnam,2020-04-18,268,0,201,Asia,VNM
Palestinian Territories,2020-04-18,418,2,69,Asia,PSE
Western Sahara,2020-04-18,6,0,0,Africa,ESH
Yemen,2020-04-18,1,0,0,Asia,YEM
Zambia,2020-04-18,57,2,33,Africa,ZMB
Zimbabwe,2020-04-18,25,3,2,Africa,ZWE
Afghanistan,2020-04-19,996,33,131,Asia,AFG
Albania,2020-04-19,562,26,314,Europe,ALB
Algeria,2020-04-19,2629,375,1047,Africa,DZA
Andorra,2020-04-19,713,36,235,Europe,AND
Angola,2020-04-19,24,2,6,Africa,AGO
Antigua & Barbuda,2020-04-19,23,3,3,Americas,ATG
Argentina,2020-04-19,2839,132,709,Americas,ARG
Armenia,2020-04-19,1291,20,545,Asia,ARM
Australia,2020-04-19,6547,67,4124,Oceania,AUS
Austria,2020-04-19,14749,452,10501,Europe,AUT
Azerbaijan,2020-04-19,1398,19,712,Asia,AZE
Bahamas,2020-04-19,55,9,10,Americas,BHS
Bahrain,2020-04-19,1881,7,759,Asia,BHR
Bangladesh,2020-04-19,2456,91,75,Asia,BGD
Barbados,2020-04-19,75,5,17,Americas,BRB
Belarus,2020-04-19,4779,47,494,Europe,BLR
Belgium,2020-04-19,38496,5683,8757,Europe,BEL
Belize,2020-04-19,18,2,2,Americas,BLZ
Benin,2020-04-19,35,1,18,Africa,BEN
Bhutan,2020-04-19,5,0,2,Asia,BTN
Bolivia,2020-04-19,520,32,31,Americas,BOL
Bosnia & Herzegovina,2020-04-19,1285,48,347,Europe,BIH
Botswana,2020-04-19,20,1,0,Africa,BWA
Brazil,2020-04-19,38654,2462,22130,Americas,BRA
Brunei,2020-04-19,138,1,115,Asia,BRN
Bulgaria,2020-04-19,894,42,161,Europe,BGR
Burkina Faso,2020-04-19,576,36,338,Africa,BFA
Myanmar (Burma),2020-04-19,111,5,7,Asia,MMR
Burundi,2020-04-19,5,1,0,Africa,BDI
Cape Verde,2020-04-19,61,1,1,Africa,CPV
Cambodia,2020-04-19,122,0,105,Asia,KHM
Cameroon,2020-04-19,1017,42,305,Africa,CMR
Canada,2020-04-19,35633,1564,11847,Americas,CAN
Central African Republic,2020-04-19,12,0,4,Africa,CAF
Chad,2020-04-19,33,0,8,Africa,TCD
Chile,2020-04-19,10088,133,4338,Americas,CHL
China,2020-04-19,83805,4636,77690,Asia,CHN
Colombia,2020-04-19,3792,179,711,Americas,COL
Congo - Brazzaville,2020-04-19,143,6,11,Africa,COG
Congo - Kinshasa,2020-04-19,327,25,26,Africa,COD
Costa Rica,2020-04-19,660,5,112,Americas,CRI
Côte d’Ivoire,2020-04-19,847,9,260,Africa,CIV
Croatia,2020-04-19,1871,47,709,Europe,HRV
Cuba,2020-04-19,1035,34,255,Americas,CUB
Cyprus,2020-04-19,767,12,81,Asia,CYP
Czechia,2020-04-19,6746,186,1298,Europe,CZE
Denmark,2020-04-19,7580,355,4328,Europe,DNK
Diamond Princess,2020-04-19,712,13,644,Outro,NA
Djibouti,2020-04-19,846,2,102,Africa,DJI
Dominica,2020-04-19,16,0,8,Americas,DMA
Dominican Republic,2020-04-19,4680,226,363,Americas,DOM
Ecuador,2020-04-19,9468,474,1061,Americas,ECU
Egypt,2020-04-19,3144,239,732,Africa,EGY
El Salvador,2020-04-19,201,7,44,Americas,SLV
Equatorial Guinea,2020-04-19,79,0,4,Africa,GNQ
Eritrea,2020-04-19,39,0,3,Africa,ERI
Estonia,2020-04-19,1528,40,164,Europe,EST
Swaziland,2020-04-19,22,1,8,Africa,SWZ
Ethiopia,2020-04-19,108,3,16,Africa,ETH
Fiji,2020-04-19,17,0,0,Oceania,FJI
Finland,2020-04-19,3783,94,1700,Europe,FIN
France,2020-04-19,154097,19744,37183,Europe,FRA
Gabon,2020-04-19,109,1,7,Africa,GAB
Gambia,2020-04-19,10,1,2,Africa,GMB
Georgia,2020-04-19,394,4,93,Asia,GEO
Germany,2020-04-19,145184,4586,88000,Europe,DEU
Ghana,2020-04-19,1042,9,99,Africa,GHA
Greece,2020-04-19,2235,113,269,Europe,GRC
Grenada,2020-04-19,14,0,6,Americas,GRD
Guatemala,2020-04-19,257,7,21,Americas,GTM
Guinea,2020-04-19,579,5,87,Africa,GIN
Guinea-Bissau,2020-04-19,50,0,3,Africa,GNB
Guyana,2020-04-19,65,7,9,Americas,GUY
Haiti,2020-04-19,47,3,0,Americas,HTI
Vatican City,2020-04-19,8,0,2,Europe,VAT
Honduras,2020-04-19,472,46,15,Americas,HND
Hungary,2020-04-19,1916,189,250,Europe,HUN
Iceland,2020-04-19,1771,9,1291,Europe,ISL
India,2020-04-19,17615,559,2854,Asia,IND
Indonesia,2020-04-19,6575,582,686,Asia,IDN
Iran,2020-04-19,82211,5118,57023,Asia,IRN
Iraq,2020-04-19,1539,82,1009,Asia,IRQ
Ireland,2020-04-19,15251,610,77,Europe,IRL
Israel,2020-04-19,13491,172,3754,Asia,ISR
Italy,2020-04-19,178972,23660,47055,Europe,ITA
Jamaica,2020-04-19,173,5,27,Americas,JAM
Japan,2020-04-19,10797,236,1159,Asia,JPN
Jordan,2020-04-19,417,7,276,Asia,JOR
Kazakhstan,2020-04-19,1676,17,400,Asia,KAZ
Kenya,2020-04-19,270,14,67,Africa,KEN
South Korea,2020-04-19,10661,234,8042,Asia,KOR
Kosovo,2020-04-19,510,12,93,Outro,NA
Kuwait,2020-04-19,1915,7,305,Asia,KWT
Kyrgyzstan,2020-04-19,554,5,133,Asia,KGZ
Laos,2020-04-19,19,0,2,Asia,LAO
Latvia,2020-04-19,727,5,88,Europe,LVA
Lebanon,2020-04-19,673,21,102,Asia,LBN
Liberia,2020-04-19,91,8,7,Africa,LBR
Libya,2020-04-19,51,1,11,Africa,LBY
Liechtenstein,2020-04-19,81,1,55,Europe,LIE
Lithuania,2020-04-19,1298,35,242,Europe,LTU
Luxembourg,2020-04-19,3550,73,627,Europe,LUX
Madagascar,2020-04-19,121,0,39,Africa,MDG
Malawi,2020-04-19,17,2,3,Africa,MWI
Malaysia,2020-04-19,5389,89,3197,Asia,MYS
Maldives,2020-04-19,52,0,16,Asia,MDV
Mali,2020-04-19,224,14,42,Africa,MLI
Malta,2020-04-19,427,3,118,Europe,MLT
Mauritania,2020-04-19,7,1,6,Africa,MRT
Mauritius,2020-04-19,328,9,208,Africa,MUS
Mexico,2020-04-19,7497,650,2627,Americas,MEX
Moldova,2020-04-19,2472,67,457,Europe,MDA
Monaco,2020-04-19,94,3,22,Europe,MCO
Mongolia,2020-04-19,32,0,7,Asia,MNG
Montenegro,2020-04-19,308,5,55,Europe,MNE
Morocco,2020-04-19,2855,141,327,Africa,MAR
Mozambique,2020-04-19,39,0,8,Africa,MOZ
MS Zaandam,2020-04-19,9,2,0,Outro,NA
Namibia,2020-04-19,16,0,6,Africa,NAM
Nepal,2020-04-19,31,0,4,Asia,NPL
Netherlands,2020-04-19,32838,3697,322,Europe,NLD
New Zealand,2020-04-19,1431,12,912,Oceania,NZL
Nicaragua,2020-04-19,10,2,6,Americas,NIC
Niger,2020-04-19,648,20,117,Africa,NER
Nigeria,2020-04-19,627,21,170,Africa,NGA
Macedonia,2020-04-19,1207,51,179,Europe,MKD
Norway,2020-04-19,7078,165,32,Europe,NOR
Oman,2020-04-19,1266,7,233,Asia,OMN
Pakistan,2020-04-19,8348,168,1868,Asia,PAK
Panama,2020-04-19,4273,120,140,Americas,PAN
Papua New Guinea,2020-04-19,7,0,0,Oceania,PNG
Paraguay,2020-04-19,206,8,41,Americas,PRY
Peru,2020-04-19,15628,400,6811,Americas,PER
Philippines,2020-04-19,6259,409,572,Asia,PHL
Poland,2020-04-19,9287,360,1040,Europe,POL
Portugal,2020-04-19,20206,714,610,Europe,PRT
Qatar,2020-04-19,5448,8,518,Asia,QAT
Romania,2020-04-19,8746,451,1892,Europe,ROU
Russia,2020-04-19,42853,361,3291,Europe,RUS
Rwanda,2020-04-19,147,0,76,Africa,RWA
St. Kitts & Nevis,2020-04-19,14,0,0,Americas,KNA
St. Lucia,2020-04-19,15,0,11,Americas,LCA
St. Vincent & Grenadines,2020-04-19,12,0,1,Americas,VCT
San Marino,2020-04-19,461,39,60,Europe,SMR
São Tomé & Príncipe,2020-04-19,4,0,0,Africa,STP
Saudi Arabia,2020-04-19,9362,97,1398,Asia,SAU
Senegal,2020-04-19,367,3,220,Africa,SEN
Serbia,2020-04-19,6318,122,753,Europe,SRB
Seychelles,2020-04-19,11,0,5,Africa,SYC
Sierra Leone,2020-04-19,35,0,6,Africa,SLE
Singapore,2020-04-19,6588,11,768,Asia,SGP
Slovakia,2020-04-19,1161,12,229,Europe,SVK
Slovenia,2020-04-19,1330,74,192,Europe,SVN
Somalia,2020-04-19,164,7,3,Africa,SOM
South Africa,2020-04-19,3158,54,903,Africa,ZAF
South Sudan,2020-04-19,4,0,0,Africa,SSD
Spain,2020-04-19,198674,20453,77357,Europe,ESP
Sri Lanka,2020-04-19,271,7,96,Asia,LKA
Sudan,2020-04-19,66,10,6,Africa,SDN
Suriname,2020-04-19,10,1,6,Americas,SUR
Sweden,2020-04-19,14385,1540,550,Europe,SWE
Switzerland,2020-04-19,27740,1393,17800,Europe,CHE
Syria,2020-04-19,39,3,5,Asia,SYR
Taiwan,2020-04-19,420,6,189,Asia,TWN
Tanzania,2020-04-19,170,7,11,Africa,TZA
Thailand,2020-04-19,2765,47,1928,Asia,THA
Timor-Leste,2020-04-19,19,0,1,Asia,TLS
Togo,2020-04-19,84,5,52,Africa,TGO
Trinidad & Tobago,2020-04-19,114,8,21,Americas,TTO
Tunisia,2020-04-19,879,38,43,Africa,TUN
Turkey,2020-04-19,86306,2017,11976,Asia,TUR
Uganda,2020-04-19,55,0,28,Africa,UGA
Ukraine,2020-04-19,5449,141,347,Europe,UKR
United Arab Emirates,2020-04-19,6781,41,1286,Asia,ARE
United Kingdom,2020-04-19,121172,16095,436,Europe,GBR
Uruguay,2020-04-19,517,10,298,Americas,URY
United States,2020-04-19,759086,40661,70337,Americas,USA
Uzbekistan,2020-04-19,1565,5,225,Asia,UZB
Venezuela,2020-04-19,256,9,117,Americas,VEN
Vietnam,2020-04-19,268,0,202,Asia,VNM
Palestinian Territories,2020-04-19,437,3,71,Asia,PSE
Western Sahara,2020-04-19,6,0,0,Africa,ESH
Yemen,2020-04-19,1,0,0,Asia,YEM
Zambia,2020-04-19,61,3,33,Africa,ZMB
Zimbabwe,2020-04-19,25,3,2,Africa,ZWE
Afghanistan,2020-04-20,1026,36,135,Asia,AFG
Albania,2020-04-20,584,26,327,Europe,ALB
Algeria,2020-04-20,2718,384,1099,Africa,DZA
Andorra,2020-04-20,717,37,248,Europe,AND
Angola,2020-04-20,24,2,6,Africa,AGO
Antigua & Barbuda,2020-04-20,23,3,3,Americas,ATG
Argentina,2020-04-20,2941,136,737,Americas,ARG
Armenia,2020-04-20,1339,22,580,Asia,ARM
Australia,2020-04-20,6547,67,4124,Oceania,AUS
Austria,2020-04-20,14795,470,10631,Europe,AUT
Azerbaijan,2020-04-20,1436,19,791,Asia,AZE
Bahamas,2020-04-20,60,9,11,Americas,BHS
Bahrain,2020-04-20,1907,7,769,Asia,BHR
Bangladesh,2020-04-20,2948,101,85,Asia,BGD
Barbados,2020-04-20,75,5,19,Americas,BRB
Belarus,2020-04-20,6264,51,514,Europe,BLR
Belgium,2020-04-20,39983,5828,8895,Europe,BEL
Belize,2020-04-20,18,2,2,Americas,BLZ
Benin,2020-04-20,54,1,27,Africa,BEN
Bhutan,2020-04-20,5,0,2,Asia,BTN
Bolivia,2020-04-20,564,33,31,Americas,BOL
Bosnia & Herzegovina,2020-04-20,1309,49,381,Europe,BIH
Botswana,2020-04-20,20,1,0,Africa,BWA
Brazil,2020-04-20,40743,2587,22130,Americas,BRA
Brunei,2020-04-20,138,1,116,Asia,BRN
Bulgaria,2020-04-20,929,43,167,Europe,BGR
Burkina Faso,2020-04-20,581,38,357,Africa,BFA
Myanmar (Burma),2020-04-20,119,5,7,Asia,MMR
Burundi,2020-04-20,5,1,4,Africa,BDI
Cape Verde,2020-04-20,67,1,1,Africa,CPV
Cambodia,2020-04-20,122,0,107,Asia,KHM
Cameroon,2020-04-20,1163,42,305,Africa,CMR
Canada,2020-04-20,37658,1726,12543,Americas,CAN
Central African Republic,2020-04-20,12,0,4,Africa,CAF
Chad,2020-04-20,33,0,8,Africa,TCD
Chile,2020-04-20,10507,139,4676,Americas,CHL
China,2020-04-20,83817,4636,77745,Asia,CHN
Colombia,2020-04-20,3977,189,804,Americas,COL
Congo - Brazzaville,2020-04-20,160,6,16,Africa,COG
Congo - Kinshasa,2020-04-20,332,25,27,Africa,COD
Costa Rica,2020-04-20,662,6,124,Americas,CRI
Côte d’Ivoire,2020-04-20,847,9,260,Africa,CIV
Croatia,2020-04-20,1881,47,771,Europe,HRV
Cuba,2020-04-20,1087,36,285,Americas,CUB
Cyprus,2020-04-20,772,12,81,Asia,CYP
Czechia,2020-04-20,6900,194,1559,Europe,CZE
Denmark,2020-04-20,7711,364,4499,Europe,DNK
Diamond Princess,2020-04-20,712,13,644,Outro,NA
Djibouti,2020-04-20,846,2,102,Africa,DJI
Dominica,2020-04-20,16,0,8,Americas,DMA
Dominican Republic,2020-04-20,4964,235,416,Americas,DOM
Ecuador,2020-04-20,10128,507,1150,Americas,ECU
Egypt,2020-04-20,3333,250,821,Africa,EGY
El Salvador,2020-04-20,218,7,46,Americas,SLV
Equatorial Guinea,2020-04-20,79,0,7,Africa,GNQ
Eritrea,2020-04-20,39,0,3,Africa,ERI
Estonia,2020-04-20,1535,40,165,Europe,EST
Swaziland,2020-04-20,24,1,8,Africa,SWZ
Ethiopia,2020-04-20,111,3,16,Africa,ETH
Fiji,2020-04-20,18,0,3,Oceania,FJI
Finland,2020-04-20,3868,98,2000,Europe,FIN
France,2020-04-20,156480,20292,38036,Europe,FRA
Gabon,2020-04-20,120,1,7,Africa,GAB
Gambia,2020-04-20,10,1,2,Africa,GMB
Georgia,2020-04-20,402,4,95,Asia,GEO
Germany,2020-04-20,147065,4862,91500,Europe,DEU
Ghana,2020-04-20,1042,9,99,Africa,GHA
Greece,2020-04-20,2245,116,269,Europe,GRC
Grenada,2020-04-20,14,0,6,Americas,GRD
Guatemala,2020-04-20,289,7,21,Americas,GTM
Guinea,2020-04-20,622,5,122,Africa,GIN
Guinea-Bissau,2020-04-20,50,0,3,Africa,GNB
Guyana,2020-04-20,65,7,9,Americas,GUY
Haiti,2020-04-20,57,3,0,Americas,HTI
Vatican City,2020-04-20,9,0,2,Europe,VAT
Honduras,2020-04-20,477,46,25,Americas,HND
Hungary,2020-04-20,1984,199,267,Europe,HUN
Iceland,2020-04-20,1773,10,1362,Europe,ISL
India,2020-04-20,18539,592,3273,Asia,IND
Indonesia,2020-04-20,6760,590,747,Asia,IDN
Iran,2020-04-20,83505,5209,59273,Asia,IRN
Iraq,2020-04-20,1574,82,1043,Asia,IRQ
Ireland,2020-04-20,15652,687,77,Europe,IRL
Israel,2020-04-20,13713,177,4049,Asia,ISR
Italy,2020-04-20,181228,24114,48877,Europe,ITA
Jamaica,2020-04-20,223,5,27,Americas,JAM
Japan,2020-04-20,10797,236,1159,Asia,JPN
Jordan,2020-04-20,425,7,282,Asia,JOR
Kazakhstan,2020-04-20,1852,19,447,Asia,KAZ
Kenya,2020-04-20,281,14,69,Africa,KEN
South Korea,2020-04-20,10674,236,8114,Asia,KOR
Kosovo,2020-04-20,510,12,93,Outro,NA
Kuwait,2020-04-20,1995,9,367,Asia,KWT
Kyrgyzstan,2020-04-20,568,7,201,Asia,KGZ
Laos,2020-04-20,19,0,2,Asia,LAO
Latvia,2020-04-20,739,5,88,Europe,LVA
Lebanon,2020-04-20,677,21,103,Asia,LBN
Liberia,2020-04-20,99,8,7,Africa,LBR
Libya,2020-04-20,51,1,15,Africa,LBY
Liechtenstein,2020-04-20,81,1,55,Europe,LIE
Lithuania,2020-04-20,1326,37,242,Europe,LTU
Luxembourg,2020-04-20,3558,75,637,Europe,LUX
Madagascar,2020-04-20,121,0,41,Africa,MDG
Malawi,2020-04-20,17,2,3,Africa,MWI
Malaysia,2020-04-20,5425,89,3295,Asia,MYS
Maldives,2020-04-20,69,0,16,Asia,MDV
Mali,2020-04-20,246,14,56,Africa,MLI
Malta,2020-04-20,431,3,126,Europe,MLT
Mauritania,2020-04-20,7,1,6,Africa,MRT
Mauritius,2020-04-20,328,9,224,Africa,MUS
Mexico,2020-04-20,8261,686,2627,Americas,MEX
Moldova,2020-04-20,2548,70,457,Europe,MDA
Monaco,2020-04-20,94,3,23,Europe,MCO
Mongolia,2020-04-20,33,0,7,Asia,MNG
Montenegro,2020-04-20,312,5,88,Europe,MNE
Morocco,2020-04-20,3046,143,350,Africa,MAR
